D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_069.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_069.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_069.jpg, 0, 0, 0, 7.8376E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_173.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_173.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_173.jpg, 0, 0, 0, 8.041778E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_275.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_275.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_275.jpg, 0, 0, 0, 7.856276E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_376.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_376.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_376.jpg, 0, 0, 0, 7.921876E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_479.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_479.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_479.jpg, 0, 0, 0, 7.951601E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_585.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_585.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_585.jpg, 0, 0, 0, 7.886279E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_686.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_686.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_686.jpg, 0, 0, 0, 7.798028E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_787.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_787.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_787.jpg, 0, 0, 0, 7.788715E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_892.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_892.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_892.jpg, 0, 0, 0, 7.887328E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_28_996.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_28_996.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_28_996.jpg, 0, 0, 0, 7.793943E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_100.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_100.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_100.jpg, 0, 0, 0, 7.799578E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_206.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_206.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_206.jpg, 0, 0, 0, 8.191312E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_308.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_308.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_308.jpg, 0, 0, 0, 7.83689E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_415.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_415.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_415.jpg, 0, 0, 0, 7.826097E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_517.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_517.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_517.jpg, 0, 0, 0, 7.802064E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_619.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_619.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_619.jpg, 0, 0, 0, 7.806302E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_722.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_722.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_722.jpg, 0, 0, 0, 8.033868E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_827.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_827.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_827.jpg, 0, 0, 0, 7.857933E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_29_931.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_29_931.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_29_931.jpg, 0, 0, 0, 7.99505E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_033.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_033.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_033.jpg, 0, 0, 0, 7.855961E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_139.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_139.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_139.jpg, 0, 0, 0, 7.854222E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_244.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_244.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_244.jpg, 0, 0, 0, 8.383265E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_345.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_345.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_345.jpg, 0, 0, 0, 7.798724E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_449.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_449.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_449.jpg, 0, 0, 0, 8.049948E-05
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_556.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_556.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_556.jpg, 0, 0.1204311, 0, 0.07722302
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_661.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_661.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_661.jpg, 0, 0.4192068, 0, 0.4625555
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_764.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_764.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_764.jpg, 0, 0.7778698, 0, 1.412659
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_865.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_865.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_865.jpg, 0, 1, 0, 2.596267
D:\Projects\selfdriving\Behavioural Cloning\data\IMG\center_2019_11_10_08_37_30_965.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\left_2019_11_10_08_37_30_965.jpg, D:\Projects\selfdriving\Behavioural Cloning\data\IMG\right_2019_11_10_08_37_30_965.jpg, 0, 1, 0, 3.768323
